Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
39,Bismack Biyombo,32,SAS,C,15,14,17.5,2.4,3.5,.679,0.0,0.0,,2.4,3.5,.679,.679,0.5,1.1,.412,1.5,3.5,4.9,1.2,0.7,0.9,1.0,1.8,5.3,,biyombi01
40,Anthony Black,21,ORL,PG,65,9,23.7,3.1,7.5,.415,0.7,2.3,.316,2.4,5.2,.460,.464,2.0,2.7,.746,0.6,2.1,2.7,3.0,1.0,0.5,1.7,2.1,9.0,,blackan01
41,Bogdan Bogdanović,32,2TM,SG,40,4,25.5,3.9,9.6,.407,1.9,5.8,.328,2.0,3.8,.530,.507,1.2,1.4,.870,0.5,2.5,3.0,2.4,0.7,0.2,1.5,2.3,10.9,,bogdabo01
42,Bol Bol,25,PHO,PF,31,10,13.6,2.8,5.6,.509,0.9,2.8,.330,1.9,2.7,.694,.592,0.6,0.8,.769,0.6,2.6,3.3,0.6,0.3,0.8,0.6,0.6,7.3,,bolbo01
43,Adem Bona,21,PHI,C,47,2,12.4,1.5,2.2,.683,0.0,0.0,,1.5,2.2,.683,.683,1.0,1.4,.682,1.3,2.0,3.3,0.3,0.3,0.9,0.7,1.9,4.0,,bonaad01
44,Devin Booker,28,PHO,SG,62,62,37.5,8.5,18.7,.456,2.6,7.6,.345,5.9,11.1,.532,.526,6.0,6.7,.892,1.0,3.1,4.1,7.0,1.0,0.2,2.8,2.7,25.7,,bookede01
45,Brandon Boston Jr.,23,NOP,SG,42,10,23.6,4.0,9.1,.436,1.2,3.3,.350,2.8,5.7,.485,.500,1.6,2.0,.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,,bostobr01
46,Chris Boucher,32,TOR,PF,50,0,17.2,3.6,7.4,.492,1.4,3.9,.363,2.2,3.5,.633,.586,1.4,1.7,.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,,bouchch01
47,Jamaree Bouyea,25,MIL,PG,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,,bouyeja01
48,Tony Bradley,27,IND,C,5,0,2.2,0.6,0.6,1.000,0.0,0.0,,0.6,0.6,1.000,1.000,0.0,0.4,.000,0.4,0.4,0.8,0.2,0.0,0.2,0.0,0.0,1.2,,bradlto01
49,Malaki Branham,21,SAS,SG,38,0,8.2,1.4,3.2,.438,0.6,1.6,.407,0.8,1.6,.468,.537,0.5,0.6,.818,0.1,0.9,1.0,0.7,0.2,0.1,0.8,0.4,3.9,,branhma01
50,Christian Braun,23,DEN,SG,67,65,33.5,5.9,10.3,.572,1.1,2.8,.390,4.8,7.5,.640,.625,2.3,2.7,.826,1.2,3.8,5.0,2.4,1.1,0.5,1.0,2.1,15.2,,braunch01
51,Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,bridgja01
52,Mikal Bridges,28,NYK,SF,66,66,37.8,7.2,14.6,.496,2.1,6.0,.350,5.1,8.6,.597,.568,1.0,1.2,.768,0.9,2.3,3.2,3.5,0.9,0.6,1.5,1.5,17.5,,bridgmi01
53,Miles Bridges,26,CHO,PF,53,53,32.3,7.6,17.2,.441,2.3,7.1,.328,5.3,10.2,.519,.508,3.6,4.1,.867,1.1,6.7,7.8,3.9,0.8,0.8,2.1,1.6,21.1,,bridgmi02
54,Oshae Brissett,26,PHI,SF,2,0,24.0,5.5,8.5,.647,2.0,4.0,.500,3.5,4.5,.778,.765,0.5,1.5,.333,2.0,1.0,3.0,0.5,1.5,0.5,2.0,1.5,13.5,,brissos01
55,Malcolm Brogdon,32,WAS,PG,24,13,23.5,4.3,10.0,.433,0.7,2.3,.286,3.7,7.7,.478,.467,3.4,3.8,.880,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,,brogdma01
56,Dillon Brooks,29,HOU,SF,64,64,32.1,5.0,12.0,.420,2.4,6.2,.391,2.6,5.8,.451,.522,1.3,1.6,.810,1.1,2.8,3.9,1.7,0.8,0.2,1.0,3.3,13.8,,brookdi01
57,Keion Brooks Jr.,24,NOP,SF,2,0,5.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,1.0,2.0,.500,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,2.0,,brookke02
58,Bruce Brown,28,2TM,PG,31,4,21.1,2.9,7.0,.408,0.5,1.8,.263,2.4,5.2,.460,.443,1.3,1.5,.854,1.0,2.8,3.7,1.9,0.9,0.1,1.0,1.6,7.5,,brownbr01
59,Jaylen Brown,28,BOS,SF,56,56,35.3,8.5,18.4,.459,1.8,5.8,.316,6.6,12.6,.525,.509,4.0,5.3,.757,1.4,4.6,6.1,4.7,1.3,0.3,2.6,2.5,22.8,,brownja02
60,Kobe Brown,25,LAC,PF,32,0,7.1,0.9,2.0,.476,0.1,0.7,.190,0.8,1.3,.619,.508,0.1,0.2,.800,0.6,1.2,1.8,0.6,0.2,0.1,0.3,0.6,2.1,,brownko01
61,Moses Brown,25,2TM,C,13,2,9.2,2.6,3.8,.694,0.0,0.0,,2.6,3.8,.694,.694,0.6,0.8,.727,0.9,2.5,3.4,0.2,0.5,0.3,0.8,1.3,5.8,,brownmo01
62,Jalen Brunson,28,NYK,PG,61,61,35.4,9.1,18.7,.490,2.3,6.0,.384,6.9,12.7,.541,.552,5.7,7.0,.825,0.4,2.6,3.0,7.4,1.0,0.1,2.5,2.2,26.3,,brunsja01
63,Thomas Bryant,27,2TM,C,50,5,14.8,2.6,5.0,.522,0.8,2.2,.349,1.8,2.8,.657,.598,0.8,0.9,.826,1.4,2.7,4.0,1.0,0.4,0.6,0.5,1.2,6.7,,bryanth01
64,Kobe Bufkin,21,ATL,SG,10,0,12.4,1.8,4.7,.383,0.4,1.9,.211,1.4,2.8,.500,.426,1.3,1.8,.722,0.5,1.6,2.1,1.7,0.3,0.2,0.8,0.9,5.3,,bufkiko01
65,Alec Burks,33,MIA,SG,36,4,17.7,2.0,4.9,.407,1.5,3.6,.419,0.5,1.3,.375,.559,0.9,1.1,.756,0.4,2.3,2.7,1.1,0.6,0.2,0.4,0.7,6.4,,burksal01
66,Jared Butler,24,2TM,SG,45,5,13.8,2.8,6.0,.461,0.7,2.0,.337,2.1,4.0,.522,.517,1.2,1.5,.803,0.4,1.3,1.7,3.1,0.4,0.2,1.1,1.4,7.4,,butleja02
67,Jimmy Butler,35,2TM,SF,40,40,31.0,5.4,10.7,.502,0.5,1.6,.302,4.9,9.1,.537,.525,5.6,6.7,.835,2.3,3.1,5.4,5.2,1.2,0.3,1.3,1.0,16.8,,butleji01
68,Matas Buzelis,20,CHI,SF,65,16,16.9,2.7,6.2,.432,1.0,3.0,.323,1.7,3.3,.531,.509,0.9,1.1,.845,0.7,2.4,3.1,0.8,0.3,0.9,0.8,1.6,7.3,,buzelma01
69,Jamal Cain,25,NOP,SF,27,0,11.4,1.1,2.9,.390,0.5,1.7,.311,0.6,1.2,.500,.481,0.6,0.9,.625,0.7,1.3,2.0,0.6,0.5,0.3,0.4,1.0,3.3,,cainja01
70,Kentavious Caldwell-Pope,31,ORL,SG,65,65,30.2,3.1,7.3,.428,1.4,4.3,.319,1.8,3.0,.585,.522,1.1,1.3,.869,0.4,1.7,2.1,1.8,1.3,0.5,0.8,2.0,8.7,,caldwke01
71,Toumani Camara,24,POR,PF,66,66,32.8,4.0,8.8,.454,1.6,4.3,.369,2.4,4.5,.535,.544,1.2,1.6,.745,2.3,3.6,5.9,2.2,1.5,0.7,1.5,3.1,10.8,,camarto01
72,Vlatko Čančar,27,DEN,PF,7,0,6.1,0.6,1.1,.500,0.1,0.4,.333,0.4,0.7,.600,.563,0.0,0.0,,0.4,1.0,1.4,0.0,0.0,0.1,0.4,0.7,1.3,,cancavl01
73,Clint Capela,30,ATL,C,55,41,21.4,4.0,7.1,.559,0.0,0.0,.000,4.0,7.1,.560,.559,0.9,1.8,.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,capelca01
74,Branden Carlson,25,OKC,C,20,0,6.1,1.0,2.2,.442,0.7,1.7,.412,0.3,0.5,.556,.605,0.2,0.2,1.000,0.3,1.2,1.5,0.4,0.1,0.4,0.2,0.7,2.8,,carlsbr01
75,Bub Carrington,19,WAS,PG,66,43,29.3,3.4,8.6,.402,1.6,4.8,.341,1.8,3.8,.478,.496,0.8,1.0,.841,0.4,3.5,4.0,4.1,0.7,0.2,1.6,2.3,9.3,,carrica01
76,Devin Carter,22,SAC,PG,23,0,9.6,1.3,3.4,.385,0.5,1.7,.308,0.8,1.7,.462,.462,0.9,1.3,.667,0.5,1.7,2.3,1.2,0.3,0.1,0.5,0.9,4.0,,cartede02
77,Jevon Carter,29,CHI,PG,30,0,7.6,1.3,3.2,.402,0.8,2.3,.357,0.5,0.9,.519,.531,0.3,0.3,.800,0.1,0.9,0.9,1.0,0.3,0.1,0.3,0.4,3.7,,carteje01
78,Wendell Carter Jr.,25,ORL,C,56,39,25.9,3.2,7.1,.455,0.5,2.2,.216,2.8,4.9,.564,.489,2.0,2.7,.737,2.2,5.3,7.4,2.1,0.7,0.5,1.1,2.9,8.9,,cartewe01
79,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
80,Alex Caruso,30,OKC,SG,44,1,19.2,2.5,5.6,.437,1.1,3.1,.348,1.4,2.5,.550,.534,0.5,0.7,.800,0.7,2.0,2.6,2.5,1.7,0.5,0.7,1.8,6.5,,carusal01
81,Stephon Castle,20,SAS,PG,65,31,25.7,4.9,11.6,.427,1.1,4.0,.281,3.8,7.5,.505,.476,2.7,3.7,.719,1.0,2.2,3.1,3.5,0.9,0.2,2.0,2.0,13.7,,castlst01
82,Colin Castleton,24,2TM,C,16,2,13.3,1.3,2.9,.426,0.1,0.5,.125,1.2,2.4,.487,.436,1.0,1.1,.889,1.7,2.3,4.0,0.9,0.2,0.4,0.9,1.6,3.6,,castlco01
83,Julian Champagnie,23,SAS,SF,66,26,23.2,3.3,7.9,.418,2.1,5.7,.362,1.2,2.2,.563,.549,0.9,1.0,.899,0.8,3.0,3.8,1.3,0.8,0.4,0.9,1.3,9.6,,champju02
84,Justin Champagnie,23,WAS,SF,47,18,19.3,3.0,5.9,.500,1.1,2.9,.381,1.9,3.1,.611,.592,0.8,1.1,.736,1.6,3.4,5.0,0.9,1.0,0.6,0.8,1.7,7.8,,champju01
85,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,,chomcul01
86,Cam Christie,19,LAC,SG,8,0,5.1,0.6,1.9,.333,0.3,1.3,.200,0.4,0.6,.600,.400,0.1,0.3,.500,0.1,0.8,0.9,0.6,0.4,0.0,0.3,0.3,1.6,,chrisca02
87,Max Christie,21,2TM,SG,65,35,27.2,3.2,7.4,.430,1.5,4.1,.375,1.7,3.4,.495,.532,1.6,1.8,.842,0.5,2.6,3.1,1.9,0.8,0.4,1.0,1.6,9.5,,chrisma02
88,Josh Christopher,23,MIA,SG,8,0,3.5,0.3,0.9,.286,0.0,0.1,.000,0.3,0.8,.333,.286,0.3,0.5,.500,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,chrisjo01
89,Sidy Cissoko,20,2TM,SF,20,0,3.0,0.5,0.9,.500,0.2,0.4,.429,0.3,0.6,.545,.583,0.1,0.3,.167,0.2,0.4,0.6,0.3,0.1,0.0,0.2,0.4,1.1,,cissosi01
90,Jaylen Clark,23,MIN,SG,27,4,14.4,1.5,3.3,.449,0.6,1.6,.405,0.9,1.7,.489,.545,0.7,1.0,.769,0.7,0.5,1.3,0.7,1.0,0.0,0.1,1.7,4.3,,clarkja02
91,Brandon Clarke,28,MEM,PF,62,18,19.0,3.7,6.0,.620,0.0,0.3,.059,3.7,5.7,.647,.621,0.9,1.4,.690,2.0,3.2,5.1,1.0,0.8,0.6,0.6,2.3,8.4,,clarkbr01
92,Jordan Clarkson,32,UTA,SG,34,9,26.4,5.5,13.6,.408,2.4,6.4,.370,3.2,7.2,.441,.495,3.1,3.9,.803,0.7,2.5,3.2,3.8,0.9,0.2,2.1,1.5,16.5,,clarkjo01
93,Nic Claxton,25,BRK,C,59,51,27.2,4.5,8.2,.549,0.0,0.3,.063,4.5,7.9,.566,.550,1.2,2.3,.522,2.2,5.2,7.4,2.3,0.9,1.5,1.2,2.2,10.2,,claxtni01
94,Donovan Clingan,20,POR,C,54,24,18.1,2.5,4.6,.545,0.1,0.6,.258,2.3,4.0,.586,.561,0.9,1.4,.613,2.9,4.4,7.3,1.0,0.5,1.6,1.2,2.8,6.0,,clingdo01
95,Noah Clowney,20,BRK,PF,40,18,22.8,3.0,8.1,.376,2.0,5.7,.351,1.0,2.4,.436,.500,1.5,1.7,.841,1.0,2.9,3.9,0.8,0.5,0.5,1.0,2.2,9.5,,clownno01
96,Amir Coffey,27,LAC,SG,66,13,25.5,3.5,7.5,.473,1.5,3.6,.414,2.0,3.9,.527,.572,1.6,1.8,.908,0.5,1.8,2.3,1.1,0.6,0.1,0.6,1.7,10.2,,coffeam01
97,Isaiah Collier,20,UTA,PG,60,35,25.1,3.0,7.3,.414,0.5,2.2,.237,2.5,5.1,.490,.450,1.3,1.9,.664,0.4,2.8,3.2,6.2,0.9,0.2,3.0,2.2,7.8,,colliis01
98,John Collins,27,UTA,PF,40,31,30.5,7.0,13.3,.527,1.5,3.7,.399,5.5,9.6,.577,.583,3.5,4.1,.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,,collijo01
99,Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,,colliyu01
100,Zach Collins,27,2TM,PF,49,12,15.2,2.3,4.7,.498,0.5,1.7,.310,1.8,3.0,.607,.555,1.2,1.4,.884,1.5,2.7,4.3,1.7,0.5,0.5,0.8,2.2,6.4,,colliza01
101,Mike Conley,37,MIN,PG,58,52,24.7,2.6,6.7,.393,1.8,4.5,.408,0.8,2.2,.362,.531,1.2,1.3,.920,0.5,2.1,2.6,4.5,1.2,0.2,1.1,1.6,8.3,,conlemi01
102,Pat Connaughton,32,MIL,SG,32,0,14.5,1.6,3.7,.427,0.6,1.9,.323,0.9,1.7,.545,.513,0.5,0.6,.789,0.5,2.0,2.6,1.6,0.2,0.3,0.6,1.1,4.2,,connapa01
103,Bilal Coulibaly,20,WAS,SF,59,59,33.0,4.5,10.6,.421,1.1,3.8,.281,3.4,6.8,.500,.472,2.3,3.1,.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,,coulibi01
104,Ricky Council IV,23,PHI,SF,58,6,15.3,2.2,5.6,.400,0.7,2.6,.282,1.5,3.0,.500,.465,1.4,1.7,.835,0.7,1.7,2.4,1.2,0.5,0.2,0.6,0.9,6.6,,councri01
105,Torrey Craig,34,2TM,SF,17,2,11.2,1.9,3.9,.478,1.2,2.9,.420,0.6,1.0,.647,.634,0.4,0.5,.750,1.1,1.3,2.4,0.5,0.2,0.4,0.1,1.4,5.4,,craigto01
106,Isaiah Crawford,23,SAC,SF,10,0,3.7,0.5,0.9,.556,0.1,0.4,.250,0.4,0.5,.800,.611,0.1,0.2,.500,0.1,0.7,0.8,0.0,0.1,0.1,0.1,0.1,1.2,,crawfis01
107,Jae Crowder,34,SAC,PF,7,2,13.1,0.9,2.4,.353,0.4,1.7,.250,0.4,0.7,.600,.441,0.7,0.9,.833,0.9,1.6,2.4,0.6,0.4,0.0,0.6,1.4,2.9,,crowdja01
108,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
109,Cade Cunningham,23,DET,PG,63,63,35.2,9.4,20.6,.459,2.1,6.1,.349,7.3,14.4,.506,.511,4.6,5.3,.863,0.8,5.3,6.1,9.3,1.0,0.7,4.5,2.7,25.6,,cunnica01
110,Seth Curry,34,CHO,SG,56,9,14.5,2.2,4.7,.460,1.1,2.6,.444,1.0,2.1,.479,.582,0.4,0.4,.800,0.4,1.2,1.6,0.7,0.4,0.1,0.4,0.9,5.8,,curryse01
111,Stephen Curry,36,GSW,PG,58,58,32.2,8.0,17.9,.447,4.4,11.2,.396,3.6,6.7,.534,.571,3.9,4.2,.934,0.6,3.8,4.4,6.1,1.1,0.4,2.9,1.4,24.3,,curryst01
112,Tristan Da Silva,23,ORL,SF,65,36,22.8,2.8,6.6,.417,1.1,3.4,.335,1.6,3.2,.502,.502,0.8,0.9,.864,1.0,2.4,3.4,1.5,0.4,0.2,0.8,1.3,7.4,,dasiltr01
113,Pacome Dadiet,19,NYK,SG,14,0,6.8,0.6,1.9,.333,0.4,1.2,.353,0.2,0.7,.300,.444,0.1,0.2,.667,0.0,1.0,1.0,0.4,0.2,0.1,0.1,0.4,1.9,,dadiepa01
114,Dyson Daniels,21,ATL,SG,63,63,34.0,5.9,12.2,.479,1.1,3.1,.344,4.8,9.1,.525,.523,1.2,2.0,.593,1.6,4.0,5.6,4.2,3.0,0.7,1.9,2.5,13.9,,daniedy01
115,N'Faly Dante,23,HOU,C,1,0,19.0,4.0,6.0,.667,0.0,0.0,,4.0,6.0,.667,.667,2.0,3.0,.667,4.0,5.0,9.0,1.0,0.0,2.0,1.0,4.0,10.0,,nfalyda01
116,Anthony Davis,31,2TM,PF,43,43,34.2,9.5,18.0,.528,0.7,2.2,.313,8.8,15.8,.559,.548,6.0,7.6,.786,2.9,9.1,12.0,3.4,1.3,2.2,2.2,1.9,25.7,,davisan02
117,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,davisjo06
