Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,John Wall,,KENTUCKY,,37,0,34.81,5.46,11.84,0.461,1.0,3.08,0.325,4.46,8.76,0.509,0.503,4.73,6.27,0.754,0.81,3.49,4.3,6.51,1.78,0.51,4.03,1.95,16.65,,
2,Evan Turner,,OHIOST,,31,0,35.74,7.65,14.74,0.519,0.65,1.77,0.364,7.0,12.97,0.54,0.54,4.45,5.9,0.754,2.0,7.16,9.16,5.97,1.74,0.9,4.39,2.77,20.39,,
3,Derrick Favors,,GATECH,,36,0,27.47,4.97,8.14,0.611,0.0,0.03,0.0,4.97,8.11,0.613,0.611,2.5,3.97,0.629,3.0,5.42,8.42,1.03,0.89,2.06,2.5,2.61,12.44,,
4,Wesley Johnson,,SYRACUSE,,35,0,34.97,5.91,11.77,0.502,1.46,3.51,0.415,4.46,8.26,0.54,0.564,3.2,4.14,0.772,2.14,6.4,8.54,2.23,1.66,1.83,2.31,2.06,16.49,,
5,DeMarcus Cousins,,KENTUCKY,,38,0,23.5,5.42,9.71,0.558,0.03,0.16,0.167,5.39,9.55,0.565,0.56,4.26,7.05,0.604,4.05,5.79,9.84,1.0,0.97,1.76,2.05,3.21,15.13,,
6,Ekpe Udoh,,BAYLOR,,36,0,35.11,5.31,10.83,0.49,0.19,0.72,0.269,5.11,10.11,0.505,0.499,3.08,4.5,0.685,3.58,6.17,9.75,2.69,0.81,3.69,2.42,2.42,13.89,,
7,Greg Monroe,,GEORGETOWN,,34,0,34.24,5.94,11.32,0.525,0.21,0.79,0.259,5.74,10.53,0.545,0.534,4.06,6.15,0.66,2.18,7.47,9.65,3.76,1.24,1.53,3.29,2.56,16.15,,
8,Al-Farouq Aminu,,WAKE,,31,0,31.29,5.39,12.06,0.447,0.58,2.13,0.273,4.81,9.94,0.484,0.471,4.48,6.42,0.698,4.29,6.42,10.71,1.32,1.42,1.42,3.19,2.94,15.84,,
9,Gordon Hayward,,BUTLER,,37,0,33.49,4.68,10.08,0.464,1.27,4.32,0.294,3.41,5.76,0.592,0.527,4.84,5.84,0.829,1.95,6.3,8.24,1.68,1.08,0.81,2.3,2.11,15.46,,
10,Paul George,,FRESNOST,,29,0,33.17,5.31,12.52,0.424,2.03,5.76,0.353,3.28,6.76,0.485,0.506,4.14,4.55,0.909,1.9,5.34,7.24,3.03,2.21,0.83,3.24,2.9,16.79,,
11,Cole Aldrich,,KANSAS,,36,0,26.75,4.14,7.36,0.562,0.0,0.0,0.0,4.14,7.36,0.562,0.562,3.0,4.42,0.679,3.06,6.78,9.83,0.86,0.75,3.47,1.56,2.56,11.28,,
12,Xavier Henry,,KANSAS,,36,0,27.5,4.5,9.83,0.458,1.92,4.58,0.418,2.58,5.25,0.492,0.555,2.5,3.19,0.783,1.19,3.17,4.36,1.47,1.5,0.5,1.92,1.83,13.42,,
13,Ed Davis,,UNC,,23,0,27.87,4.83,8.35,0.578,0.0,0.0,0.0,4.83,8.35,0.578,0.578,3.78,5.74,0.659,2.87,6.7,9.57,0.96,0.43,2.78,2.0,1.83,13.43,,
14,Patrick Patterson,,KENTUCKY,,38,0,33.03,5.66,9.84,0.575,0.63,1.82,0.348,5.03,8.03,0.626,0.607,2.37,3.42,0.692,3.05,4.39,7.45,0.95,0.71,1.34,1.08,1.61,14.32,,
15,Larry Sanders,,VCU,,35,0,26.89,5.6,10.49,0.534,0.11,0.46,0.25,5.49,10.03,0.547,0.54,3.06,4.77,0.641,3.03,6.09,9.11,0.97,0.74,2.57,1.66,2.94,14.37,,
16,Luke Babbitt,,NEVADA,,34,0,37.06,7.38,14.76,0.5,1.24,2.97,0.416,6.15,11.79,0.521,0.542,5.85,6.38,0.917,2.06,6.85,8.91,2.12,1.03,0.79,2.38,2.56,21.85,,
17,Eric Bledsoe,,KENTUCKY,,37,0,30.32,3.89,8.43,0.462,1.32,3.46,0.383,2.57,4.97,0.516,0.54,2.22,3.32,0.667,0.51,2.57,3.08,2.89,1.41,0.32,3.03,2.22,11.32,,
18,Avery Bradley,,TEXAS,,34,0,29.5,4.68,10.82,0.432,1.24,3.29,0.375,3.44,7.53,0.457,0.489,1.06,1.94,0.545,0.97,1.91,2.88,2.09,1.29,0.53,1.53,2.35,11.65,,
19,James Anderson,,OKSTATE,,33,0,34.06,6.85,14.97,0.457,2.24,6.58,0.341,4.61,8.39,0.549,0.532,6.33,7.82,0.81,1.94,3.88,5.82,2.42,1.39,0.61,2.36,2.67,22.27,,
20,Craig Brackins,,IOWAST,,32,0,35.12,6.0,14.28,0.42,0.84,2.72,0.31,5.16,11.56,0.446,0.45,3.66,4.81,0.76,2.09,6.44,8.53,2.16,0.78,1.19,2.12,2.0,16.5,,
21,Elliot Williams,,MEMPHIS,,34,0,33.32,5.24,11.41,0.459,1.76,4.82,0.366,3.47,6.59,0.527,0.536,5.71,7.53,0.758,0.74,3.24,3.97,3.76,1.32,0.12,2.94,2.03,17.94,,
22,Trevor Booker,,CLEMSON,,32,0,30.75,5.88,11.28,0.521,0.28,1.06,0.265,5.59,10.22,0.547,0.533,3.16,5.34,0.591,2.78,5.59,8.38,2.53,1.34,1.41,1.94,1.97,15.19,,
23,Damion James,,TEXAS,,34,0,30.26,6.18,12.32,0.501,1.06,2.76,0.383,5.12,9.56,0.535,0.544,4.56,6.76,0.674,3.15,7.15,10.29,0.97,1.68,1.18,2.03,2.94,17.97,,
24,Dominique Jones,,SFLORIDA,,33,0,37.09,6.73,14.94,0.45,1.58,5.06,0.311,5.15,9.88,0.521,0.503,6.33,8.55,0.741,1.12,4.97,6.09,3.64,1.7,0.58,2.94,2.82,21.36,,
25,Quincy Pondexter,,WASHINGTON,,36,0,32.28,6.81,12.89,0.528,0.5,1.42,0.353,6.31,11.47,0.55,0.547,5.19,6.28,0.827,2.97,4.39,7.36,1.75,1.28,0.58,1.89,2.5,19.31,,
26,Jordan Crawford,,XAVIER,,35,0,32.77,7.43,16.09,0.462,2.26,5.77,0.391,5.17,10.31,0.501,0.532,3.4,4.4,0.773,0.97,3.77,4.74,2.89,1.34,0.2,2.43,1.63,20.51,,
27,Greivis Vásquez,,MARYLAND,,33,0,33.94,6.67,15.55,0.429,2.09,5.82,0.359,4.58,9.73,0.47,0.496,4.18,4.88,0.857,1.15,3.48,4.64,6.3,1.7,0.36,3.36,2.09,19.61,,
28,Daniel Orton,,KENTUCKY,,38,0,13.21,1.26,2.39,0.527,0.0,0.05,0.0,1.26,2.34,0.539,0.527,0.87,1.66,0.524,1.18,2.13,3.32,0.39,0.55,1.39,1.0,2.32,3.39,,
