Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Andrew Bogut,,UTAH,,35,0,34.97,8.03,12.94,0.62,0.26,0.71,0.36,7.77,12.23,0.636,0.63,4.11,5.94,0.692,3.71,8.49,12.2,2.34,0.97,1.86,2.74,2.23,20.43,,
2,Marvin Williams,,UNC,,36,0,22.22,3.47,6.86,0.506,0.53,1.22,0.432,2.94,5.64,0.522,0.545,3.83,4.53,0.847,1.81,4.75,6.56,0.72,1.08,0.47,1.56,2.56,11.31,,
3,Deron Williams,,ILLINOIS,,39,0,33.72,4.56,10.54,0.433,1.74,4.79,0.364,2.82,5.74,0.491,0.516,1.67,2.46,0.677,0.36,3.28,3.64,6.77,0.97,0.21,2.79,2.05,12.54,,
4,Chris Paul,,WAKE,,32,0,33.41,4.47,9.91,0.451,1.44,3.03,0.474,3.03,6.88,0.441,0.524,4.88,5.84,0.834,0.69,3.81,4.5,6.62,2.38,0.03,2.78,2.56,15.25,,
5,Raymond Felton,,UNC,,36,0,31.72,4.17,9.17,0.455,1.94,4.42,0.44,2.22,4.75,0.468,0.561,2.61,3.72,0.701,0.64,3.67,4.31,6.92,2.0,0.31,3.58,1.97,12.89,,
6,Charlie Villanueva,,UCONN,,31,0,25.74,5.13,9.84,0.521,0.19,0.39,0.5,4.94,9.45,0.522,0.531,3.13,4.55,0.688,2.65,5.65,8.29,1.29,0.65,1.84,2.26,2.19,13.58,,
7,Channing Frye,,ARIZONA,,37,0,31.03,6.14,11.08,0.554,0.08,0.46,0.176,6.05,10.62,0.57,0.557,3.43,4.14,0.83,2.81,4.81,7.62,1.95,0.95,2.3,1.73,2.57,15.78,,
8,Ike Diogu,,ARIZONAST,,32,0,36.38,7.16,12.44,0.575,0.56,1.41,0.4,6.59,11.03,0.598,0.598,7.75,9.72,0.797,3.69,6.06,9.75,1.34,0.56,2.34,3.59,2.75,22.62,,
9,Sean May,,UNC,,37,0,26.81,6.16,10.86,0.567,0.0,0.08,0.0,6.16,10.78,0.571,0.567,5.16,6.81,0.758,3.84,6.89,10.73,1.68,1.16,1.03,2.54,2.38,17.49,,
10,Rashad McCants,,UNC,,33,0,25.94,5.55,11.33,0.489,2.15,5.09,0.423,3.39,6.24,0.544,0.584,2.76,3.82,0.722,0.82,2.18,3.0,2.67,1.3,0.67,1.91,2.42,16.0,,
11,Antoine Wright,,TEXASAM,,31,0,33.94,6.23,12.42,0.501,2.29,5.13,0.447,3.94,7.29,0.54,0.594,3.1,4.48,0.691,1.65,4.32,5.97,2.23,1.16,0.71,2.42,2.55,17.84,,
12,Joey Graham,,OKSTATE,,33,0,30.58,6.09,11.52,0.529,0.79,1.67,0.473,5.3,9.85,0.538,0.563,4.76,5.36,0.887,1.61,4.58,6.18,2.03,0.91,0.15,2.67,3.09,17.73,,
13,Danny Granger,,NMEXICO,,30,0,30.0,6.1,11.63,0.524,1.5,3.47,0.433,4.6,8.17,0.563,0.589,5.13,6.8,0.755,2.3,6.57,8.87,2.37,2.1,2.0,2.4,2.4,18.83,,
14,Hakim Warrick,,SYRACUSE,,34,0,37.5,7.44,13.59,0.548,0.26,0.91,0.29,7.18,12.68,0.566,0.557,6.21,9.12,0.681,3.12,5.53,8.65,1.47,0.97,0.79,2.53,2.32,21.35,,
15,Julius Hodge,,NCSTATE,,34,0,34.62,5.79,11.76,0.492,0.41,1.62,0.255,5.38,10.15,0.53,0.51,4.97,7.44,0.668,2.5,4.12,6.62,4.76,1.41,0.71,2.62,2.21,16.97,,
16,Nate Robinson,,WASHINGTON,,35,0,31.46,5.37,11.6,0.463,1.77,4.6,0.385,3.6,7.0,0.514,0.539,3.89,4.97,0.782,1.51,2.34,3.86,4.26,1.74,0.17,2.03,2.83,16.4,,
17,Jarrett Jack,,GATECH,,32,0,34.09,5.12,9.97,0.514,1.44,3.25,0.442,3.69,6.72,0.549,0.586,3.84,4.44,0.866,0.28,4.56,4.84,4.53,1.81,0.09,3.44,1.69,15.53,,
18,Francisco García,,LOUISVILLE,,38,0,31.87,4.92,11.26,0.437,1.87,5.11,0.366,3.05,6.16,0.496,0.52,3.95,4.5,0.877,1.18,2.97,4.16,3.89,1.71,1.47,2.74,2.89,15.66,,
19,Luther Head,,ILLINOIS,,39,0,33.26,5.49,11.85,0.463,2.97,7.26,0.41,2.51,4.59,0.547,0.589,2.0,2.54,0.788,0.62,3.36,3.97,3.85,1.72,0.23,1.77,1.38,15.95,,
20,Jason Maxiell,,CINCY,,33,0,31.42,4.97,9.15,0.543,0.06,0.15,0.4,4.91,9.0,0.545,0.546,5.33,8.27,0.645,3.21,4.48,7.7,0.85,1.0,2.73,1.94,2.48,15.33,,
21,Linas Kleiza,,MISSOURI,,33,0,31.45,5.0,12.39,0.403,0.94,3.42,0.274,4.06,8.97,0.453,0.441,5.12,7.0,0.732,2.15,5.42,7.58,1.61,0.61,0.27,2.7,2.79,16.06,,
22,Wayne Simien,,KANSAS,,26,0,34.31,7.35,13.31,0.552,0.15,0.54,0.286,7.19,12.77,0.563,0.558,5.46,6.69,0.816,3.23,7.81,11.04,1.38,0.58,0.62,2.31,2.58,20.31,,
23,David Lee,,FLORIDA,,32,0,28.03,5.0,9.53,0.525,0.0,0.12,0.0,5.0,9.41,0.532,0.525,3.59,5.03,0.714,2.44,6.56,9.0,2.19,1.06,0.75,2.66,2.38,13.59,,
24,Salim Stoudamire,,ARIZONA,,36,0,31.28,5.83,11.58,0.504,3.33,6.61,0.504,2.5,4.97,0.503,0.647,3.39,3.72,0.91,0.25,2.06,2.31,2.17,0.83,0.11,2.36,1.83,18.39,,
25,Daniel Ewing,,DUKE,,33,0,34.48,5.48,12.85,0.427,2.09,6.03,0.347,3.39,6.82,0.498,0.508,2.24,3.24,0.692,0.7,2.45,3.15,4.0,1.97,0.39,2.97,3.0,15.3,,
26,Brandon Bass,,LSU,,30,0,33.57,6.03,10.63,0.567,0.4,0.87,0.462,5.63,9.77,0.577,0.586,4.87,6.27,0.777,2.73,6.33,9.07,0.83,0.8,1.6,1.8,2.43,17.33,,
27,Ronny Turiaf,,GONZAGA,,31,0,31.19,5.06,9.97,0.508,0.06,0.23,0.286,5.0,9.74,0.513,0.511,5.71,8.35,0.683,2.39,7.13,9.52,1.55,0.39,1.9,2.26,2.68,15.9,,
28,Travis Diener,,MARQUETTE,,23,0,34.04,5.7,13.57,0.42,2.96,7.3,0.405,2.74,6.26,0.438,0.529,5.39,6.43,0.838,0.65,3.26,3.91,6.96,1.35,0.04,2.52,2.0,19.74,,
29,Von Wafer,,FLORIDAST,,29,0,26.14,4.28,9.79,0.437,2.24,5.66,0.396,2.03,4.14,0.492,0.551,1.69,2.34,0.721,0.17,2.34,2.52,1.66,1.03,0.28,1.69,1.14,12.48,,
30,Chris Taft,,PITT,,29,0,26.52,5.48,9.45,0.58,0.0,0.0,0.0,5.48,9.45,0.58,0.58,2.34,4.0,0.586,3.03,4.48,7.52,0.83,0.38,1.72,1.62,1.66,13.31,,
