Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
1,Cade Cunningham,,OKSTATE,,27,0,35.41,6.48,14.81,0.438,2.3,5.74,0.4,4.19,9.07,0.461,0.515,4.89,5.78,0.846,0.7,5.48,6.19,3.48,1.59,0.78,4.04,2.48,20.15,,
2,Evan Mobley,,USC,,33,0,33.94,5.97,10.33,0.578,0.36,1.21,0.3,5.61,9.12,0.615,0.595,4.06,5.85,0.694,2.73,5.94,8.67,2.39,0.79,2.88,2.24,1.76,16.36,,
3,Scottie Barnes,,FLORIDAST,,24,0,24.79,4.08,8.12,0.503,0.46,1.67,0.275,3.62,6.46,0.561,0.531,1.71,2.75,0.621,1.46,2.54,4.0,4.08,1.46,0.46,2.46,2.17,10.33,,
4,Jalen Suggs,,GONZAGA,,30,0,28.93,5.17,10.27,0.503,1.17,3.47,0.337,4.0,6.8,0.588,0.56,2.87,3.8,0.754,0.6,4.73,5.33,4.53,1.9,0.33,2.93,2.6,14.37,,
5,Franz Wagner,,MICHIGAN,,28,0,31.68,4.43,9.29,0.477,1.25,3.64,0.343,3.18,5.64,0.563,0.544,2.36,2.82,0.835,0.71,5.82,6.54,3.0,1.25,1.04,1.29,2.21,12.46,,
6,Davion Mitchell,,BAYLOR,,30,0,33.03,5.27,10.3,0.511,2.1,4.7,0.447,3.17,5.6,0.565,0.613,1.37,2.13,0.641,0.47,2.2,2.67,5.5,1.9,0.37,2.43,2.37,14.0,,
7,Ziaire Williams,,STANFORD,,20,0,27.9,3.8,10.15,0.374,1.15,3.95,0.291,2.65,6.2,0.427,0.431,1.95,2.45,0.796,0.5,4.05,4.55,2.2,0.85,0.55,2.9,2.4,10.7,,
8,James Bouknight,,UCONN,,15,0,31.67,6.53,14.6,0.447,1.47,5.0,0.293,5.07,9.6,0.528,0.498,4.2,5.4,0.778,1.53,4.13,5.67,1.8,1.13,0.27,2.8,1.87,18.73,,
9,Joshua Primo,,ALABAMA,,30,0,22.47,2.8,6.5,0.431,1.43,3.77,0.381,1.37,2.73,0.5,0.541,1.1,1.47,0.75,1.03,2.33,3.37,0.83,0.57,0.3,1.37,1.67,8.13,,
10,Chris Duarte,,OREGON,,26,0,34.08,6.15,11.58,0.532,2.35,5.54,0.424,3.81,6.04,0.631,0.633,2.46,3.04,0.81,0.73,3.88,4.62,2.65,1.88,0.81,2.27,1.38,17.12,,
11,Moses Moody,,ARKANSAS,,32,0,33.81,5.16,12.06,0.427,1.81,5.06,0.358,3.34,7.0,0.478,0.503,4.72,5.81,0.812,2.0,3.75,5.75,1.59,1.03,0.66,1.62,2.31,16.84,,
12,Corey Kispert,,GONZAGA,,32,0,31.84,6.53,12.34,0.529,2.84,6.47,0.44,3.69,5.88,0.628,0.644,2.69,3.06,0.878,0.94,4.03,4.97,1.81,0.91,0.44,1.31,1.69,18.59,,
13,Trey Murphy III,,VIRGINIA,,25,0,29.56,3.84,7.64,0.503,2.08,4.8,0.433,1.76,2.84,0.62,0.639,1.52,1.64,0.927,0.6,2.8,3.4,1.2,0.8,0.44,0.76,1.96,11.28,,
14,Tre Mann,,FLORIDA,,24,0,32.38,5.54,12.08,0.459,1.88,4.67,0.402,3.67,7.42,0.494,0.536,3.08,3.71,0.831,0.67,4.96,5.62,3.46,1.38,0.12,2.83,2.38,16.04,,
15,Kai Jones,,TEXAS,,26,0,22.85,3.19,5.5,0.58,0.5,1.31,0.382,2.69,4.19,0.642,0.626,1.96,2.85,0.689,1.96,2.88,4.85,0.62,0.85,0.92,1.38,2.65,8.85,,
16,Jalen Johnson,,DUKE,,13,0,21.38,4.38,8.38,0.523,0.62,1.38,0.444,3.77,7.0,0.538,0.56,1.85,2.92,0.632,1.54,4.54,6.08,2.23,1.15,1.23,2.54,2.23,11.23,,
17,Keon Johnson,,TENNESSEE,,27,0,25.48,4.11,9.15,0.449,0.48,1.78,0.271,3.63,7.37,0.492,0.476,2.63,3.74,0.703,1.07,2.44,3.52,2.48,1.11,0.44,2.63,2.37,11.33,,
18,Isaiah Jackson,,KENTUCKY,,25,0,20.76,2.96,5.48,0.54,0.0,0.08,0.0,2.96,5.4,0.548,0.54,2.52,3.6,0.7,2.12,4.48,6.6,0.72,0.76,2.6,1.52,3.0,8.44,,
19,Josh Christopher,,ARIZONAST,,15,0,29.73,5.07,11.73,0.432,1.2,3.93,0.305,3.87,7.8,0.496,0.483,2.93,3.67,0.8,0.67,4.07,4.73,1.4,1.47,0.53,1.73,3.2,14.27,,
20,Quentin Grimes,,HOUSTON,,30,0,32.8,5.77,14.2,0.406,3.33,8.27,0.403,2.43,5.93,0.41,0.523,2.97,3.77,0.788,1.6,4.1,5.7,1.97,1.4,0.3,1.83,2.2,17.83,,
21,Bones Hyland,,VCU,,24,0,31.92,6.33,14.17,0.447,2.88,7.75,0.371,3.46,6.42,0.539,0.549,3.92,4.54,0.862,0.17,4.54,4.71,2.08,1.88,0.17,3.08,2.21,19.46,,
22,Cam Thomas,,LSU,,29,0,34.0,7.0,17.24,0.406,2.34,7.21,0.325,4.66,10.03,0.464,0.474,6.69,7.59,0.882,0.62,2.76,3.38,1.45,0.86,0.21,1.69,1.38,23.03,,
23,Jaden Springer,,TENNESSEE,,25,0,25.92,4.24,9.08,0.467,0.8,1.84,0.435,3.44,7.24,0.475,0.511,3.24,4.0,0.81,1.04,2.48,3.52,2.92,1.2,0.44,2.4,2.04,12.52,,
24,Day'Ron Sharpe,,UNC,,29,0,19.17,3.86,7.45,0.519,0.0,0.07,0.0,3.86,7.38,0.523,0.519,1.76,3.48,0.505,3.34,4.21,7.55,1.45,0.79,0.9,1.97,2.03,9.48,,
25,Santi Aldama,,LOYOLAMD,,17,0,35.0,7.94,15.47,0.513,1.88,5.12,0.368,6.06,10.35,0.585,0.574,3.47,5.06,0.686,1.82,8.29,10.12,2.29,1.0,1.71,3.24,1.88,21.24,,
26,Jeremiah Robinson-Earl,,VILLANOVA,,25,0,34.48,6.2,12.48,0.497,0.92,3.28,0.28,5.28,9.2,0.574,0.534,2.4,3.36,0.714,2.48,6.0,8.48,2.2,0.96,0.64,1.6,2.28,15.72,,
27,Jason Preston,,OHIO,,20,0,34.55,6.35,12.35,0.514,1.6,4.1,0.39,4.75,8.25,0.576,0.579,1.4,2.35,0.596,1.05,6.2,7.25,7.25,1.45,0.25,3.0,1.35,15.7,,
28,Herbert Jones,,ALABAMA,,33,0,27.27,3.91,8.76,0.446,0.61,1.73,0.351,3.3,7.03,0.47,0.481,2.79,3.91,0.713,2.48,4.09,6.58,3.27,1.73,1.12,2.82,2.85,11.21,,
29,Miles McBride,,WVIRGINIA,,29,0,34.17,5.41,12.55,0.431,1.59,3.83,0.414,3.83,8.72,0.439,0.495,3.45,4.24,0.813,1.17,2.72,3.9,4.83,1.9,0.31,1.83,1.69,15.86,,
30,JT Thor,,AUBURN,,27,0,23.04,3.11,7.07,0.44,0.81,2.74,0.297,2.3,4.33,0.53,0.497,2.33,3.15,0.741,1.63,3.41,5.04,0.85,0.81,1.37,1.56,2.04,9.37,,
31,Ayo Dosunmu,,ILLINOIS,,28,0,35.14,7.5,15.36,0.488,1.14,2.93,0.39,6.36,12.43,0.511,0.526,4.0,5.11,0.783,1.11,5.21,6.32,5.25,1.11,0.21,3.32,2.07,20.14,,
32,Neemias Queta,,UTAHST,,29,0,30.03,5.76,10.31,0.559,0.0,0.07,0.0,5.76,10.24,0.562,0.559,3.41,4.83,0.707,2.86,7.28,10.14,2.66,1.07,3.34,2.38,2.38,14.93,,
33,Jared Butler,,BAYLOR,,30,0,30.33,5.9,12.53,0.471,2.57,6.17,0.416,3.33,6.37,0.524,0.573,2.37,3.03,0.78,0.43,2.87,3.3,4.8,1.97,0.37,2.83,2.43,16.73,,
34,Joe Wieskamp,,IOWA,,31,0,29.26,5.19,10.58,0.491,2.35,5.1,0.462,2.84,5.48,0.518,0.602,2.1,3.1,0.677,1.19,5.45,6.65,1.71,0.94,0.32,1.39,1.55,14.84,,
35,Isaiah Livers,,MICHIGAN,,23,0,31.61,4.43,9.7,0.457,2.17,5.04,0.431,2.26,4.65,0.486,0.57,2.04,2.35,0.87,1.09,4.91,6.0,2.0,0.57,0.74,1.13,1.61,13.09,,
36,Greg Brown III,,TEXAS,,26,0,20.58,3.12,7.42,0.42,1.15,3.5,0.33,1.96,3.92,0.5,0.497,1.96,2.77,0.708,1.19,5.0,6.19,0.38,0.58,1.0,2.31,2.96,9.35,,
37,Kessler Edwards,,PEPPERDINE,,27,0,33.93,6.07,12.37,0.491,1.67,4.41,0.378,4.41,7.96,0.553,0.558,3.41,3.89,0.876,1.22,5.59,6.81,1.22,0.96,1.22,1.81,2.15,17.22,,
38,Dalano Banton,,NEBRASKA,,27,0,27.26,3.33,8.11,0.411,0.74,3.0,0.247,2.59,5.11,0.507,0.457,2.15,3.26,0.659,1.0,4.89,5.89,3.89,0.96,0.93,2.48,2.07,9.56,,
39,David Johnson,,LOUISVILLE,,19,0,35.11,4.74,11.53,0.411,1.68,4.37,0.386,3.05,7.16,0.426,0.484,1.47,2.11,0.7,0.89,4.89,5.79,3.16,1.05,0.26,3.21,2.68,12.63,,
40,Sharife Cooper,,AUBURN,,12,0,33.08,6.0,15.33,0.391,1.08,4.75,0.228,4.92,10.58,0.465,0.427,7.08,8.58,0.825,0.67,3.58,4.25,8.08,1.0,0.25,4.17,2.67,20.17,,
41,Marcus Zegarowski,,CREIGHTON,,29,0,33.59,5.59,12.03,0.464,2.76,6.55,0.421,2.83,5.48,0.516,0.579,1.9,2.41,0.786,0.31,3.31,3.62,4.31,1.28,0.07,2.14,1.9,15.83,,
42,Brandon Boston Jr.,,KENTUCKY,,25,0,30.36,4.12,11.6,0.355,1.2,4.0,0.3,2.92,7.6,0.384,0.407,2.04,2.6,0.785,1.32,3.16,4.48,1.6,1.32,0.16,1.44,1.96,11.48,,
43,Luka Garza,,IOWA,,31,0,31.45,9.06,16.39,0.553,1.42,3.23,0.44,7.65,13.16,0.581,0.596,4.55,6.42,0.709,3.0,5.74,8.74,1.74,0.68,1.61,1.52,2.26,24.1,,
44,Charles Bassey,,WKENTUCKY,,28,0,30.39,6.93,11.75,0.59,0.64,2.11,0.305,6.29,9.64,0.652,0.617,3.14,4.14,0.759,3.29,8.32,11.61,0.68,0.39,3.11,2.21,2.39,17.64,,
45,Sandro Mamukelashvili,,SETONHALL,,27,0,35.59,6.22,14.33,0.434,1.56,4.63,0.336,4.67,9.7,0.481,0.488,3.52,4.93,0.714,1.85,5.7,7.56,3.22,1.07,0.56,3.3,1.74,17.52,,
46,Aaron Wiggins,,MARYLAND,,31,0,33.0,5.32,11.94,0.446,1.84,5.16,0.356,3.48,6.77,0.514,0.523,1.97,2.55,0.772,1.13,4.71,5.84,2.55,1.13,0.55,1.97,2.03,14.45,,
47,Scottie Lewis,,FLORIDA,,21,0,25.62,2.71,6.1,0.445,0.67,2.1,0.318,2.05,4.0,0.512,0.5,1.76,2.62,0.673,0.81,2.29,3.1,1.48,1.57,1.05,1.86,2.48,7.86,,
48,Balša Koprivica,,FLORIDAST,,24,0,19.5,3.67,6.12,0.599,0.04,0.04,1.0,3.62,6.08,0.596,0.602,1.75,2.54,0.689,2.12,3.5,5.62,0.75,0.29,1.38,1.33,2.62,9.12,,
49,Jericho Sims,,TEXAS,,26,0,24.54,3.62,5.19,0.696,0.0,0.0,0.0,3.62,5.19,0.696,0.696,2.0,3.85,0.52,2.15,5.08,7.23,0.65,0.73,1.08,1.62,2.54,9.23,,
50,RaiQuan Gray,,FLORIDAST,,25,0,26.32,4.36,8.44,0.517,0.32,1.2,0.267,4.04,7.24,0.558,0.536,2.84,3.72,0.763,1.48,4.92,6.4,2.2,1.2,0.72,2.2,2.6,11.88,,
51,Keegan Murray,,IOWA,,31,0,18.0,2.71,5.35,0.506,0.52,1.74,0.296,2.19,3.61,0.607,0.554,1.29,1.71,0.755,1.61,3.48,5.1,0.55,0.84,1.26,0.65,1.87,7.23,,
52,Jaden Ivey,,PURDUE,,23,0,24.22,3.87,9.7,0.399,1.09,4.22,0.258,2.78,5.48,0.508,0.455,2.3,3.17,0.726,0.83,2.48,3.3,1.87,0.74,0.7,1.35,1.7,11.13,,
