Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
67,Michael Gbinije,,SYRACUSE,,30,0,35.0,4.6,10.0,0.46,1.63,4.17,0.392,2.97,5.83,0.509,0.542,1.87,3.27,0.571,1.17,3.83,5.0,3.57,1.87,0.33,2.13,2.8,12.7,,
68,Georges Niang,,IOWAST,,34,0,30.74,5.5,11.94,0.461,1.35,3.38,0.4,4.15,8.56,0.485,0.517,2.97,3.68,0.808,1.03,4.38,5.41,3.44,0.5,0.47,2.68,2.82,15.32,,
69,Ben Bentil,,PROVIDENCE,,34,0,21.47,2.21,5.06,0.436,0.26,0.88,0.3,1.94,4.18,0.465,0.462,1.68,2.41,0.695,2.32,2.56,4.88,0.62,0.26,0.35,1.18,2.62,6.35,,
70,Joel Bolomboy,,WEBERST,,30,0,33.23,4.37,9.23,0.473,0.5,1.37,0.366,3.87,7.87,0.492,0.5,4.07,5.53,0.735,3.57,6.63,10.2,0.83,0.67,1.7,2.67,2.37,13.3,,
71,Kay Felder,,OAKLAND,,33,0,38.55,5.55,13.15,0.422,1.42,4.21,0.338,4.12,8.94,0.461,0.476,5.61,6.79,0.826,0.76,4.03,4.79,7.64,2.0,0.24,4.15,2.52,18.12,,
72,Marcus Paige,,UNC,,38,0,33.24,4.53,10.95,0.413,2.47,6.26,0.395,2.05,4.68,0.438,0.526,2.53,2.92,0.865,0.37,2.53,2.89,4.47,1.71,0.21,1.92,1.63,14.05,,
73,Daniel Hamilton,,UCONN,,35,0,31.43,3.97,10.46,0.38,1.31,3.83,0.343,2.66,6.63,0.401,0.443,1.6,2.4,0.667,1.06,6.57,7.63,3.66,0.94,0.37,2.31,2.46,10.86,,
74,Abdel Nader,,IOWAST,,32,0,16.38,2.16,5.31,0.406,0.47,2.16,0.217,1.69,3.16,0.535,0.45,1.03,1.34,0.767,0.69,2.22,2.91,0.72,0.38,0.5,1.16,1.56,5.81,,
75,Isaiah Cousins,,OKLAHOMA,,35,0,30.83,4.29,10.11,0.424,1.8,4.0,0.45,2.49,6.11,0.407,0.513,1.31,2.03,0.648,0.94,3.66,4.6,2.2,1.23,0.37,2.06,1.86,11.69,,
76,Tyrone Wallace,,CALIFORNIA,,33,0,34.91,6.3,14.82,0.425,0.85,2.67,0.318,5.45,12.15,0.449,0.454,3.64,6.0,0.606,0.91,6.21,7.12,3.97,1.27,0.33,2.85,2.76,17.09,,
77,Justin Jackson,,UNC,,38,0,26.68,4.13,8.66,0.477,0.74,2.42,0.304,3.39,6.24,0.544,0.52,1.74,2.45,0.71,1.37,2.29,3.66,2.32,0.53,0.5,1.37,1.45,10.74,,
78,D.J. Wilson,,MICHIGAN,,5,0,4.8,0.2,0.8,0.25,0.0,0.2,0.0,0.2,0.6,0.333,0.25,0.0,0.0,0.0,0.2,1.0,1.2,0.0,0.0,0.6,0.2,0.8,0.4,,
79,Kyle Kuzma,,UTAH,,31,0,8.13,1.16,2.55,0.456,0.35,1.1,0.324,0.81,1.45,0.556,0.525,0.65,1.16,0.556,0.32,1.45,1.77,0.61,0.03,0.16,0.58,1.03,3.32,,
80,Josh Hart,,VILLANOVA,,36,0,25.47,3.44,6.69,0.515,1.44,3.11,0.464,2.0,3.58,0.558,0.622,1.81,2.69,0.67,1.81,2.67,4.47,1.47,1.11,0.39,1.06,2.11,10.14,,
81,Davon Reed,,MIAMIFL,,30,0,27.47,2.57,5.47,0.47,1.23,2.7,0.457,1.33,2.77,0.482,0.582,1.87,2.57,0.727,0.83,3.2,4.03,1.9,0.9,0.43,1.07,2.27,8.23,,
82,Wes Iwundu,,KANSASST,,31,0,25.16,2.03,5.03,0.404,0.19,0.61,0.316,1.84,4.42,0.416,0.423,1.52,2.55,0.595,1.1,2.39,3.48,1.97,0.74,0.65,2.0,2.1,5.77,,
83,Frank Mason III,,KANSAS,,36,0,33.53,4.17,9.44,0.441,1.17,2.72,0.429,3.0,6.72,0.446,0.503,3.06,3.89,0.786,0.61,3.31,3.92,3.94,1.39,0.11,2.06,1.81,12.56,,
84,Semi Ojeleye,,DUKE,,6,0,10.5,0.83,3.0,0.278,0.67,2.67,0.25,0.17,0.33,0.5,0.389,0.67,1.17,0.571,0.5,1.83,2.33,0.17,0.5,0.0,0.0,1.83,3.0,,
85,Jordan Bell,,OREGON,,35,0,23.74,2.37,3.97,0.597,0.0,0.0,0.0,2.37,3.97,0.597,0.597,0.31,0.6,0.524,1.89,4.23,6.11,1.34,0.8,2.69,1.06,2.71,5.06,,
86,Dillon Brooks,,OREGON,,36,0,28.33,4.17,9.14,0.456,0.78,2.31,0.337,3.39,6.83,0.496,0.498,2.36,2.86,0.825,1.72,3.17,4.89,1.81,0.5,0.56,2.03,3.08,11.47,,
87,Sterling Brown,,SMETHODIST,,34,0,23.94,1.88,3.59,0.525,0.59,1.32,0.444,1.29,2.26,0.571,0.607,0.85,1.09,0.784,1.5,3.06,4.56,2.06,0.85,0.24,0.91,1.85,5.21,,
88,Sindarius Thornwell,,SCAROLINA,,33,0,30.64,3.45,10.15,0.34,1.15,4.3,0.268,2.3,5.85,0.394,0.397,3.06,4.27,0.716,1.52,3.36,4.88,2.21,1.3,0.33,2.15,2.52,11.12,,
89,Monte Morris,,IOWAST,,34,0,33.91,4.56,9.0,0.507,0.94,2.38,0.395,3.62,6.62,0.547,0.559,1.88,2.5,0.753,0.71,2.74,3.44,5.18,1.88,0.44,1.12,1.32,11.94,,
90,Edmond Sumner,,XAVIER,,6,0,7.17,0.33,1.67,0.2,0.0,0.5,0.0,0.33,1.17,0.286,0.2,0.67,1.0,0.667,0.33,0.5,0.83,1.0,0.33,0.0,0.83,1.5,1.33,,
91,Alec Peters,,VALPO,,34,0,30.56,5.74,11.74,0.489,2.44,5.24,0.466,3.29,6.5,0.507,0.593,2.85,3.44,0.829,1.88,4.79,6.68,1.24,0.71,0.32,1.44,1.97,16.76,,
92,Nigel Williams-Goss,,WASHINGTON,,30,0,36.8,6.2,14.03,0.442,0.73,2.87,0.256,5.47,11.17,0.49,0.468,2.47,3.23,0.763,0.67,4.03,4.7,5.9,1.1,0.17,2.83,1.87,15.6,,
93,Jabari Bird,,CALIFORNIA,,23,0,28.17,4.0,9.13,0.438,1.35,3.65,0.369,2.65,5.48,0.484,0.512,1.13,1.48,0.765,0.96,2.35,3.3,1.74,0.48,0.43,1.22,2.22,10.48,,
94,Jaron Blossomgame,,CLEMSON,,31,0,30.9,4.65,9.55,0.486,0.55,1.9,0.288,4.1,7.65,0.536,0.515,3.29,4.65,0.708,2.45,5.71,8.16,0.97,0.77,0.35,1.74,1.45,13.13,,
95,Grayson Allen,,DUKE,,35,0,9.2,1.29,3.03,0.425,0.51,1.49,0.346,0.77,1.54,0.5,0.509,1.29,1.51,0.849,0.26,0.74,1.0,0.4,0.29,0.14,0.43,1.2,4.37,,
96,Chandler Hutchison,,BOISEST,,29,0,12.34,1.07,3.0,0.356,0.14,0.48,0.286,0.93,2.52,0.37,0.379,0.83,1.28,0.649,0.76,1.21,1.97,0.79,0.48,0.14,0.52,1.45,3.1,,
97,Jevon Carter,,WVIRGINIA,,35,0,23.77,2.71,7.54,0.36,1.37,4.37,0.314,1.34,3.17,0.423,0.451,1.34,1.74,0.77,1.11,1.23,2.34,1.77,1.91,0.09,1.17,1.91,8.14,,
98,Devonte' Graham,,KANSAS,,29,0,17.83,1.59,4.03,0.393,0.59,1.38,0.425,1.0,2.66,0.377,0.466,1.9,2.62,0.724,0.28,1.21,1.48,2.1,0.86,0.0,1.14,1.52,5.66,,
99,Svi Mykhailiuk,,KANSAS,,26,0,11.19,1.0,3.27,0.306,0.58,2.0,0.288,0.42,1.27,0.333,0.394,0.19,0.23,0.833,0.31,0.88,1.19,0.65,0.31,0.04,0.58,0.65,2.77,,
100,Keita Bates-Diop,,OHIOST,,33,0,9.91,1.33,2.82,0.473,0.55,1.18,0.462,0.79,1.64,0.481,0.57,0.58,0.85,0.679,0.39,1.67,2.06,0.52,0.33,0.58,0.39,0.73,3.79,,
101,Vince Edwards,,PURDUE,,33,0,26.94,3.33,6.91,0.482,0.88,2.7,0.326,2.45,4.21,0.583,0.546,1.24,1.58,0.788,1.94,2.88,4.82,2.73,0.36,0.39,1.52,2.21,8.79,,
102,Devon Hall,,VIRGINIA,,23,0,10.61,0.7,1.74,0.4,0.22,0.65,0.333,0.48,1.09,0.44,0.463,0.22,0.48,0.455,0.09,0.65,0.74,0.78,0.39,0.04,0.52,0.78,1.83,,
103,Kevin Hervey,,UTARL,,31,0,21.71,2.52,6.84,0.368,0.94,3.61,0.259,1.58,3.23,0.49,0.436,1.13,1.58,0.714,1.9,4.06,5.97,0.74,0.61,0.26,1.35,2.03,7.1,,
104,Thomas Welsh,,UCLA,,36,0,15.69,1.72,3.67,0.47,0.0,0.0,0.0,1.72,3.67,0.47,0.47,0.39,0.64,0.609,1.5,2.31,3.81,0.22,0.39,1.08,0.47,2.36,3.83,,
105,Cameron Johnson,,PITT,,8,0,14.38,1.62,4.12,0.394,1.0,2.88,0.348,0.62,1.25,0.5,0.515,0.25,0.5,0.5,0.25,0.88,1.12,0.5,0.12,0.38,0.5,1.5,4.5,,
106,Cody Martin,,NCSTATE,,19,0,11.37,1.47,3.11,0.475,0.0,0.37,0.0,1.47,2.74,0.538,0.475,0.47,0.89,0.529,0.89,1.11,2.0,1.21,0.47,0.32,0.95,1.89,3.42,,
107,Eric Paschall,,FORDHAM,,27,0,31.19,5.56,13.26,0.419,1.67,5.3,0.315,3.89,7.96,0.488,0.482,3.15,3.96,0.794,1.67,3.81,5.48,1.0,0.78,0.44,2.81,1.96,15.93,,
108,Marial Shayok,,VIRGINIA,,34,0,14.59,1.38,3.41,0.405,0.56,1.47,0.38,0.82,1.94,0.424,0.487,0.5,0.79,0.63,0.24,1.56,1.79,1.03,0.56,0.29,0.62,1.29,3.82,,
